#bin. KALJ data file T=0.5

1000 atoms
2 atom types

0 9.4 xlo xhi
0 9.4 ylo yhi
0 9.4 zlo zhi

Masses

1 1.0
2 1.0

Atoms

1 1 8.60138 1.97674 9.25543
2 1 3.45011 7.93105 3.99843
3 1 8.20682 3.48764 6.29936
4 1 0.422696 6.31128 1.44508
5 1 8.5926 5.2642 5.87974
6 1 7.49631 1.42894 0.308818
7 1 1.13993 0.748275 8.79903
8 1 2.97108 0.521378 5.33882
9 1 6.19719 4.219 4.95877
10 1 5.43973 0.661508 3.40999
11 1 8.94359 1.70063 6.23433
12 1 4.06613 6.32562 5.71262
13 1 5.25843 7.81909 0.638622
14 1 8.69409 3.45426 7.53018
15 1 2.69795 6.56766 6.94704
16 1 6.33517 4.59882 7.71844
17 1 7.5451 2.94104 0.8168
18 1 6.09907 4.67211 8.89311
19 1 3.20257 0.826788 9.39554
20 1 6.87748 5.73406 0.103628
21 1 7.85319 7.34443 4.86488
22 1 4.97405 2.19519 3.91938
23 1 7.43917 8.80998 7.9723
24 1 5.68551 2.05167 0.0345929
25 1 9.20409 7.63254 9.30972
26 1 9.3075 5.86008 7.28131
27 1 5.44662 2.82124 4.60379
28 1 2.3013 3.81281 6.2231
29 1 0.425977 0.815341 6.19322
30 1 1.0485 9.3777 4.82231
31 1 6.46055 8.75527 9.1377
32 1 3.9396 2.93504 5.9132
33 1 6.6593 0.0461396 6.28283
34 1 1.17301 0.163303 7.01781
35 1 8.96909 6.01876 4.86228
36 1 1.32568 4.74819 2.06615
37 1 4.6745 1.51567 5.27952
38 1 9.02979 3.75411 9.18108
39 1 7.63491 7.2893 6.29281
40 1 8.04724 -0.011042 2.04898
41 1 2.86704 9.04163 3.53838
42 1 0.172126 3.25895 4.22295
43 1 9.07325 0.297653 0.550506
44 1 1.26781 5.70608 6.14919
45 1 0.497915 7.69167 1.54617
46 1 0.292801 0.475931 2.21279
47 1 7.84279 9.13646 4.66035
48 1 8.80641 7.5991 7.07646
49 1 5.1731 0.532575 9.27371
50 1 3.89372 8.47213 8.87157
51 1 7.39951 2.79714 1.77606
52 1 7.02766 5.88162 5.35195
53 1 0.997459 5.09252 5.4214
54 1 1.94831 2.79322 7.78292
55 1 8.76951 8.37422 0.347057
56 1 5.71516 2.66343 6.05137
57 1 5.22644 9.20345 4.91916
58 1 3.53616 2.59682 6.68416
59 1 1.46693 1.2178 0.113755
60 1 5.07896 8.55552 1.19717
61 1 5.82212 8.33158 8.63589
62 1 7.06136 8.97688 1.35124
63 1 8.84651 6.15067 6.36473
64 1 0.537367 0.837515 8.04881
65 1 4.11704 1.30322 0.487545
66 1 8.2472 7.48995 2.30291
67 1 6.19355 3.10216 7.47111
68 1 2.49728 6.88481 4.51861
69 1 0.758594 3.06891 6.91067
70 1 4.18951 6.89024 6.64216
71 1 4.77876 4.48306 1.87585
72 1 1.17531 6.83862 7.31903
73 1 3.0061 1.18707 2.59595
74 1 9.25825 3.05115 6.48747
75 1 8.70756 4.5997 1.47529
76 1 2.99015 2.88887 0.402886
77 1 5.67298 1.1339 5.50502
78 1 4.15705 4.40283 0.358856
79 1 6.68603 3.03259 1.14984
80 1 4.0436 4.45042 3.70261
81 1 3.06041 2.43549 8.83691
82 1 8.72409 2.52441 4.04502
83 1 7.62444 7.20454 1.25898
84 1 4.07146 4.37482 6.96841
85 1 3.8784 7.85142 3.16726
86 1 5.96811 4.69175 3.72073
87 1 7.94251 6.4661 6.77956
88 1 4.18743 7.66377 0.219387
89 1 8.75755 3.68748 5.00563
90 1 8.49314 2.90085 3.13208
91 1 7.99798 6.76721 8.29605
92 1 1.60414 6.63047 4.23506
93 1 5.14576 2.91048 2.49082
94 1 0.152495 9.02697 7.01401
95 1 3.31836 3.94194 6.76538
96 1 5.46953 8.26234 5.41296
97 1 3.78661 4.82536 5.09848
98 1 0.194667 2.34487 0.117553
99 1 7.34397 0.434044 4.01429
100 1 6.93326 8.74426 4.64744
101 1 4.75289 2.31562 4.78839
102 1 8.08544 1.71946 4.70028
103 1 3.73062 8.31023 7.0328
104 1 4.41711 9.17596 1.25904
105 1 1.0825 5.6557 1.28353
106 1 9.12627 8.32888 1.22659
107 1 5.01114 1.28823 8.7111
108 1 1.32836 7.36723 2.98802
109 1 0.471 3.00028 2.34805
110 1 4.33848 4.82644 6.1776
111 1 7.52243 4.12064 6.50678
112 1 8.16468 6.51445 5.27157
113 1 4.09398 3.83738 6.11913
114 1 1.58749 6.44604 5.49977
115 1 0.700754 0.404106 0.0938589
116 1 0.652641 3.94632 8.20312
117 1 6.35497 0.0153589 1.90437
118 1 4.48434 7.74566 3.82013
119 1 8.29926 3.35358 0.213348
120 1 1.78035 3.29144 5.68136
121 1 1.5887 0.372405 4.24267
