1 0.848708 1.4554 1.5085
2 8.29051 2.03399 8.55722
3 3.15798 3.83824 1.59536
4 7.93099 6.5227 3.80996
5 8.82621 8.83572 4.36361
6 7.85996 8.74525 8.05886
7 0.741617 7.6615 8.81547
8 3.04417 2.90933 7.47181
9 4.6181 3.76473 6.11641
10 7.64723 1.26448 1.3182
11 9.20407 2.19361 2.7612
12 6.65185 8.65302 2.81082
13 7.61325 1.45733 4.74773
14 5.49348 5.14377 9.30171
15 0.357889 2.78519 2.25669
16 2.5448 2.10336 5.23583
17 8.52887 6.30175 7.38512
18 1.32267 8.08947 6.15456
19 5.7077 8.06811 7.61962
20 3.12816 2.29656 6.71803
21 0.742745 3.61538 2.68132
22 0.444952 5.00933 5.99353
23 8.43056 1.42047 5.52197
24 9.21995 9.3004 5.88985
25 7.53078 8.48318 6.49543
26 1.37202 1.79034 5.79464
27 6.94141 6.30099 9.15326
28 4.76131 2.84373 6.32445
29 1.2335 5.26323 8.15881
30 5.96973 4.65278 5.20742
31 1.87949 4.30857 6.6452
32 4.23769 2.22664 3.56259
33 2.02618 1.96918 0.554503
34 7.46316 8.60306 4.27255
35 0.252597 8.87585 5.03853
36 8.86381 6.68815 8.59026
37 7.43145 3.83898 2.19393
38 0.0426009 1.00964 1.35483
39 9.35218 0.338098 7.58133
40 8.7166 8.43225 0.74685
41 5.84672 1.96029 9.00916
42 0.62221 8.8127 5.98483
43 1.09944 0.683248 8.72035
44 4.33204 2.70154 5.43637
45 7.96867 0.254255 6.70058
46 8.36394 8.63413 2.12884
47 3.43235 4.65393 7.09
48 1.04371 3.35655 1.21012
49 2.78015 4.2944 3.912
50 9.34457 7.22172 5.22312
51 7.65134 6.47062 4.74516
52 6.64217 4.38428 2.80319
53 6.38296 1.28887 4.01457
54 5.11779 7.8009 8.33585
55 1.61105 1.24056 4.07376
56 5.88139 2.89283 6.12101
57 7.50764 0.48004 5.19693
58 0.341604 1.30452 8.01228
59 0.0410517 0.751306 6.66436
60 0.186319 6.26868 9.01658
61 5.06749 5.14431 5.10393
62 7.78012 0.24764 0.996085
63 3.03623 4.53812 7.94513
64 2.4942 4.86961 7.13773
65 2.99527 8.25446 8.12557
66 6.73869 3.28231 8.63695
67 6.17156 7.33573 7.12368
68 2.6138 7.02732 6.95212
69 3.61506 3.71054 6.91207
70 9.35025 4.59135 5.24789
71 7.53407 5.7962 8.6688
72 3.76289 6.33584 8.23139
73 1.41513 3.1196 2.07679
74 3.93837 4.65769 8.53436
75 0.193386 0.133885 4.19764
76 7.08703 0.388662 2.79259
77 4.68218 4.03345 8.39847
78 0.994472 5.66864 5.53885
79 5.16059 7.65722 3.45463
80 1.20853 2.94156 4.58831
81 5.07175 9.0969 1.38942
82 7.67007 1.50388 3.11158
83 0.709025 7.06213 4.67758
84 8.48645 3.66263 9.17277
85 2.46909 3.62671 3.28654
86 7.15961 2.55877 0.957289
87 8.5163 3.68667 4.55599
88 1.48434 7.43796 5.0132
89 0.899973 4.39094 2.13076
90 1.82069 1.80742 7.63743
91 9.26581 5.7517 6.95164
92 8.56987 1.78678 0.0946761
93 1.74295 5.09441 3.36335
94 7.63062 4.33063 2.95885
95 6.8665 7.0212 6.5186
96 1.23407 7.4727 0.195914
97 6.0069 6.26069 2.89205
98 8.59789 0.632883 1.22407
99 0.862635 9.26606 3.53458
100 6.23062 2.04021 5.56092
101 9.11207 7.34148 6.14372
102 5.32144 7.72661 6.81322
103 5.34708 9.34326 3.56695
104 0.545299 1.36974 9.01794
105 8.38369 5.97205 8.27847
106 8.18255 2.95457 4.05916
107 9.19315 7.65694 2.91174
108 8.79663 3.65951 1.59405
109 1.63669 2.08393 2.58644
110 1.82648 5.49439 6.61312
111 4.26136 4.39558 6.73983
112 5.4582 4.29884 2.97489
113 0.0570105 7.88059 7.9684
114 3.59573 7.02679 5.44234
115 6.55446 5.20711 4.08079
116 0.0885002 8.0477 0.256229
117 6.26577 4.88204 7.79634
118 7.19655 8.21793 1.07635
119 7.92184 8.77447 1.30746
120 2.56684 1.2093 7.73115
121 3.53628 8.53755 6.6117
122 2.46452 3.04857 8.7424
123 3.54278 1.63897 4.38916
124 3.83896 3.65948 8.62052
125 8.89036 1.69271 7.87302
126 3.34158 5.00783 6.19329
127 2.90128 5.43243 5.4029
128 6.49097 8.8198 9.08771
129 2.93856 3.34663 0.801739
130 2.98419 7.76299 5.22235
131 6.69801 1.82473 4.71348
132 6.32361 6.0758 3.77443
133 7.81764 5.51782 4.87113
134 6.45695 2.44152 8.35469
135 5.18828 1.52389 2.35256
136 2.72049 8.07809 7.19065
137 0.604675 2.90134 8.32289
138 9.19329 3.3266 8.61529
139 0.889076 5.40959 6.75946
140 2.39548 4.92959 6.14113
141 0.141942 2.10379 8.51915
142 2.15559 3.18149 7.80331
143 3.97982 6.01075 7.35051
144 1.19801 9.33846 5.36213
145 1.9683 7.52436 7.51657
146 7.92382 7.2236 2.00082
147 1.45097 1.47269 9.32327
148 7.43248 3.57503 8.07286
149 0.445802 5.25228 2.03326
150 2.18823 0.752936 4.70073
151 1.59342 9.24863 2.84983
152 6.31587 2.18547 0.444908
153 7.99533 7.01776 7.64932
154 6.6987 9.04278 6.56794
155 3.22854 8.90921 7.43581
156 3.16643 4.03119 2.5892
157 7.26924 1.09197 9.30238
158 0.671488 0.458987 5.9796
159 8.29673 7.90393 7.52427
160 6.52397 0.185265 7.40079
161 0.0563745 3.05415 3.10057
162 8.33549 7.19577 9.2395
163 8.26789 4.5596 7.64455
164 2.08679 7.6767 6.54345
165 8.80628 0.451234 9.11206
166 8.27222 7.30375 4.30472
167 1.15231 0.345209 1.99786
168 3.93974 8.42386 3.95964
169 2.87643 4.17057 6.42422
170 7.78538 8.07928 8.88757
171 7.50547 6.21995 7.7822
172 7.06011 0.762828 0.756407
173 8.76508 6.47537 4.21588
174 2.95777 1.30863 2.90806
175 1.78327 8.16677 9.16244
176 1.1922 8.84022 6.72307
177 1.68556 0.450264 3.60172
178 3.46009 8.87057 5.67278
179 4.37987 3.94969 9.35448
180 4.59239 7.64309 7.52283
181 8.83901 5.24142 3.26799
182 7.22564 1.376 2.25918
183 4.9974 9.11066 2.66648
184 2.67718 2.43965 1.11094
185 0.0840119 3.7033 0.944028
186 8.77469 6.13615 1.05852
187 7.03271 3.37636 1.45081
188 1.1243 8.39049 5.28971
189 1.67168 3.49531 5.1939
190 0.859755 6.28329 2.90116
191 5.51456 2.74047 8.4386
192 7.15986 4.03683 6.38329
193 4.97213 0.926205 4.75891
194 1.44418 6.60239 3.61923
195 5.97445 3.10095 1.55927
196 6.55872 8.41153 4.39343
197 0.901048 4.76312 5.17002
198 4.03658 7.12388 6.25748
199 0.762946 3.79212 4.97448
200 2.78127 6.18553 4.04555
201 3.70708 5.85133 5.81833
202 7.76689 1.2362 6.9515
203 1.83372 8.80365 5.81734
204 3.69143 8.01546 7.46214
205 6.60883 0.220231 5.51365
206 4.77836 2.72856 7.49685
207 9.34633 5.00308 9.20124
208 4.7875 6.94098 6.90475
209 0.28682 3.74399 7.91746
210 8.15205 7.04885 5.98876
211 5.15404 0.64142 2.80716
212 5.49601 8.25365 1.61888
213 3.88957 2.22076 6.12889
214 7.93236 6.33108 9.39591
215 1.54062 4.94426 7.3127
216 2.2556 3.37964 1.43518
217 8.53826 4.60139 1.36541
218 1.29648 0.573571 0.234525
219 6.27826 7.90482 1.20372
220 7.00554 5.38248 7.48628
221 3.0234 2.44646 4.48787
222 7.28307 3.27325 4.05185
223 1.18191 4.86985 4.07604
224 7.62667 5.91146 2.3434
225 5.53356 8.51757 3.20389
226 4.37579 8.62608 4.79903
227 4.73236 0.288932 0.678728
228 5.11504 5.90158 8.84475
229 4.71548 8.72021 0.470609
230 3.2447 4.18034 0.393416
231 4.54573 4.88906 9.40256
232 4.44825 6.55039 5.5861
233 0.0100619 8.15102 5.65086
234 0.411446 2.98058 9.23778
235 8.06639 4.83946 3.6484
236 4.93056 5.04875 6.73975
237 7.38365 2.13698 7.0356
238 6.56735 7.73337 7.87315
239 2.83534 7.24771 6.01961
240 9.22961 1.12904 4.78838
241 6.80748 4.22602 5.48068
242 1.7008 2.55345 5.35055
243 7.12754 9.22802 0.388714
244 7.6733 4.69035 1.80754
245 6.65293 2.48871 1.75196
246 9.09652 9.20668 8.36755
247 8.29644 3.0859 0.990728
248 9.2052 7.52756 8.85027
249 0.91955 5.29212 2.862
250 1.27922 0.425727 4.46437
251 8.74648 6.20293 3.31859
252 7.07672 6.12774 3.15629
253 0.377137 6.00389 6.21132
254 7.99087 7.99951 3.68676
255 8.66782 1.55371 1.14138
256 6.53054 7.42999 5.69978
257 6.74669 1.25859 3.12353
258 5.93236 1.20648 4.92053
259 3.50216 3.04781 5.06449
260 4.93077 7.34206 6.02808
261 0.195763 4.62961 2.73756
262 7.19672 5.10085 3.36509
263 3.94166 2.79536 6.91061
264 9.24804 3.6404 5.21017
265 7.11853 4.98506 6.03384
266 7.19109 6.82487 2.46561
267 3.97835 1.03929 4.98663
268 5.10887 3.31394 9.15155
269 1.5524 4.58442 0.628515
270 0.877124 3.02212 5.52952
271 0.159804 2.04708 0.15516
272 5.68007 2.96535 4.24515
273 8.46898 6.21715 6.45179
274 1.46556 8.45033 7.53331
275 5.61619 6.42304 1.09056
276 8.28317 4.6459 4.57566
277 7.68642 6.61451 6.84362
278 9.24365 2.45163 6.62183
279 0.779224 6.24005 0.382924
280 6.64003 3.77973 0.0703762
281 5.7558 8.10269 4.04062
282 4.48326 1.52847 4.16681
283 8.97835 0.172652 4.959
284 1.49702 9.32509 8.28637
285 2.48717 3.46637 2.3114
286 1.58025 1.80619 6.72314
287 5.46523 3.75506 3.78686
288 4.22942 8.22351 8.24165
289 7.10605 3.54499 3.06991
290 1.77576 8.94485 3.83358
291 4.03485 2.47554 4.47479
292 0.0905825 4.84295 6.86138
293 3.44289 9.24781 4.08214
294 9.39716 0.22353 0.836128
295 6.07659 2.15595 3.83752
296 6.57971 2.70646 4.40512
297 8.11365 2.7768 0.100774
298 2.38463 4.66527 0.0741485
299 0.85958 0.523993 1.12097
300 4.41081 4.44856 4.76988
301 4.57153 3.035 8.42061
302 9.26071 7.2414 4.26958
303 4.08052 6.75263 4.67218
304 5.94907 5.52763 4.76848
305 0.68408 1.89928 2.4099
306 1.30307 6.21445 6.25401
307 6.17513 9.0602 8.19434
308 6.11099 7.83145 2.26232
309 4.92403 3.62125 4.58171
310 2.87284 0.0258552 4.89644
311 0.35146 0.51612 0.02421
312 1.37999 1.25248 2.23515
313 7.49344 7.30895 1.17332
314 5.41452 7.53558 9.20513
315 3.99721 4.15867 7.70231
316 0.596867 1.25002 0.569881
317 1.07272 2.04239 0.699098
318 0.36406 6.97727 8.26936
319 0.964221 2.25696 9.00719
320 7.14429 8.95924 5.08628
321 3.8123 3.46637 2.19804
322 0.781251 6.08734 8.23396
323 4.58305 8.1427 5.62582
324 7.05226 4.17602 0.858946
325 7.0181 6.68161 3.9989
326 0.743094 7.55084 5.58352
327 2.36552 6.12588 7.02094
328 4.19784 2.98949 9.32383
329 0.461841 4.02162 5.88178
330 2.30497 8.94048 8.65165
331 8.46386 4.14243 5.39676
332 4.98858 2.3788 9.20506
333 4.80748 3.42768 0.65485
334 1.00075 0.514127 6.86155
335 3.96268 3.45782 4.30946
336 7.88398 5.70911 7.05896
337 6.87174 5.0853 8.49522
338 7.42097 9.02506 2.18416
339 5.55522 4.4032 8.1789
340 9.08398 5.16819 4.52142
341 0.641882 9.1662 2.54738
342 6.31801 6.26327 6.32217
343 0.890142 2.44108 1.56611
344 2.5439 0.123568 7.05303
345 0.760859 0.838059 3.76116
346 -0.0175367 5.71952 0.447894
347 3.44221 3.69983 3.47232
348 7.23154 2.91837 2.37186
349 7.2372 0.952088 8.37062
350 6.29885 6.84178 2.16582
351 5.40886 1.77689 0.495093
352 5.95398 7.26544 8.43179
353 8.03004 4.43113 6.19867
354 1.96783 2.92608 2.86173
355 6.084 2.89336 9.21609
356 0.174835 8.70657 0.982619
357 7.21207 6.59613 0.622692
358 6.82054 7.47861 0.547781
359 0.83745 2.14701 5.05864
360 7.05963 4.21347 3.72679
361 9.14625 2.74441 3.97793
362 8.62734 4.34336 3.05849
363 6.99734 7.75151 2.70214
364 8.85802 2.38334 0.731276
365 9.21794 4.5567 7.70532
366 6.27597 5.45398 5.74289
367 8.79612 3.54034 3.5543
368 1.54209 9.12537 9.22572
369 8.01587 1.32058 7.92099
370 8.91201 2.55113 9.04588
371 8.19363 8.17292 4.66317
372 1.45561 4.88414 5.93869
373 6.85935 0.301453 9.01637
374 3.88002 4.41242 1.98988
375 6.84593 7.04363 4.87047
376 6.91095 1.13287 7.47085
377 0.718547 6.28597 7.11847
378 6.34634 0.875978 2.34987
379 7.56262 4.85497 6.90486
380 8.10638 9.25991 2.81172
381 2.12888 1.51116 8.56589
382 7.77981 0.458475 3.45432
383 4.36767 3.78224 1.45699
384 8.55579 9.37565 0.517624
385 5.86231 2.1605 1.29515
386 8.1331 8.93876 3.70104
387 1.1119 6.24118 4.48689
388 5.83282 8.77043 2.33143
389 6.81674 3.46178 4.91983
390 4.55063 4.04268 3.78356
391 3.01501 7.3462 7.74742
392 8.45311 3.21093 5.57754
393 2.03424 8.11814 8.24131
394 8.6701 4.11451 6.92741
395 6.80572 7.73965 8.80972
396 3.15621 0.759851 4.36388
397 6.12892 4.45667 3.66124
398 1.98896 3.42487 4.2298
399 9.33319 2.84201 5.68262
400 8.77676 7.05278 1.46972
401 4.9326 2.66388 4.71136
402 7.02405 2.73286 0.020374
403 8.9109 6.54857 0.211812
404 6.99422 9.1723 1.30886
405 0.0939897 1.60083 7.13196
406 6.26445 8.92887 3.65958
407 6.29768 1.06471 9.16672
408 2.43153 4.369 1.97065
409 2.98178 3.40895 4.27072
410 6.69574 4.51693 7.05195
411 2.1952 1.29754 5.58884
412 8.18521 6.37841 1.74192
413 6.67683 5.94029 8.1918
414 7.55759 3.99751 4.64939
415 6.18976 7.98759 0.0642566
416 8.43875 0.00280409 7.66852
417 0.710067 7.9833 4.55871
418 7.47354 7.59861 8.15867
419 8.54462 2.66992 3.23014
420 2.50557 1.61022 4.44384
421 4.54509 1.83666 5.06391
422 3.50244 2.15778 2.98115
423 9.21984 0.95943 3.85372
424 7.3107 1.11007 3.93112
425 5.82752 1.04263 3.29495
426 0.44817 2.78757 0.742206
427 6.27569 3.70073 6.57518
428 1.55322 0.966399 6.20239
429 1.62801 7.31583 8.5181
430 2.52638 0.76508 6.31555
431 2.25649 2.48842 7.07171
432 9.11163 8.71987 7.48947
433 6.15179 3.17231 7.81822
434 6.61941 4.98413 1.07924
435 4.24948 0.70639 3.08715
436 7.11712 4.18474 8.76853
437 6.19553 4.54994 8.88209
438 6.35199 5.3519 3.00831
439 6.8819 7.49847 1.81762
440 0.579118 5.89054 1.29865
441 0.272754 2.85322 4.77921
442 6.53617 5.38819 6.66724
443 3.3124 6.51199 6.52147
444 7.07055 7.07411 7.45807
445 4.63969 2.12068 1.77734
446 7.65279 0.532491 7.57126
447 1.67707 4.92238 2.39227
448 8.49106 7.13957 6.86196
449 7.95941 2.08779 0.821692
450 0.964463 5.73628 3.69213
451 3.12357 6.41255 7.51536
452 5.67904 6.50459 7.01084
453 4.89322 4.97969 8.52027
