23.1457 7.88207	0.145118 0.0872185
24.5714 13.0241	-0.014907 -0.386933
27.2775 10.8112	-0.07724 0.237877
26.9293 14.6184	0.488085 0.446313
23.2038 14.2097	-0.134525 -0.312038
22.5545 13.4127	0.229794 -0.899554
28.5743 14.6924	-0.256907 0.14241
23.582 10.4761	-0.447469 -0.453837
24.1026 7.70603	0.756196 0.397268
22.2763 7.44846	0.180261 0.321834
24.2722 11.276	-0.118133 -0.0376446
27.9497 13.9277	-0.22199 0.0175606
22.3116 11.6898	0.391922 -0.323208
25.5429 10.0126	-0.280128 0.134922
23.2503 6.84282	0.707306 -0.303529
22.6055 10.7092	0.212881 -0.386743
24.5836 10.3199	-0.463119 0.216456
21.3981 9.13658	0.85814 0.0550833
27.8358 7.91585	-0.558195 0.176693
27.3974 9.55243	0.239028 0.278665
28.4126 9.43499	-0.242394 -0.26504
21.9305 12.6204	0.179527 -0.754726
24.882 14.7578	0.0275093 -0.249769
22.9018 9.74612	-0.118022 -0.531608
25.581 12.9057	0.430882 0.0461786
27.0956 11.796	0.294391 0.00735664
26.2955 13.649	-0.629104 -0.454192
28.0701 11.4384	-0.130925 -0.605228
27.0663 8.5912	-0.255458 0.585375
23.9346 12.245	-0.430451 -0.173423
22.9399 12.4742	-1.20733 0.0430277
21.5591 13.5429	-0.501061 0.109688
26.5283 10.1532	-0.144481 0.464845
26.3261 11.0841	-0.0745213 -0.28176
25.8974 7.28259	-0.701216 0.874644
25.9068 11.9491	-1.00518 0.71939
26.1154 8.25268	-0.260806 -0.217996
25.2681 11.0819	-0.119973 0.35452
23.3568 8.86237	0.710451 0.877243
24.3759 8.74063	-0.0964468 1.02671
25.3454 8.91672	0.374047 -0.0987074
21.8567 10.1026	0.341575 -0.217873
27.4333 13.0195	0.341168 -0.0485722
24.9415 12.0837	0.577671 0.849303
24.2073 13.994	0.22195 0.279586
26.8927 7.59171	-0.268997 0.635945
23.3014 11.4751	0.333684 0.340646
25.2201 13.8233	-0.155245 -0.430337
23.5669 13.2422	-0.242417 -0.023671
25.8865 14.5595	-0.275139 -0.494463
21.2897 11.8126	0.209749 -0.295394
27.6471 6.16775	0.230145 -0.754264
20.9801 10.7345	-0.929062 0.307148
25.0705 7.94913	0.0873101 -0.142334
26.5322 12.6867	0.131062 -0.663085
26.6419 6.52103	0.553193 0.319305
26.2998 9.22679	0.565408 -0.492235
26.3444 16.1291	-0.562065 0.701411
25.5501 15.5053	-0.0644567 0.716958
23.5554 20.8514	0.0118056 -0.0613358
24.3169 21.5614	-0.457816 0.462524
23.561 15.9166	-0.421726 -0.0113687
28.4127 16.3892	-0.0010768 -0.678971
24.5817 15.7799	-0.20053 -0.21338
25.1311 20.1468	0.476121 -0.119042
24.6929 19.0979	0.153153 0.120168
24.1548 18.1873	0.374038 0.412407
25.1434 18.1464	-0.168974 -0.208864
22.1076 18.1611	0.192219 0.330181
27.0974 18.0666	0.609529 -0.530797
25.8041 17.3678	0.0258546 -0.906423
21.7602 17.1008	0.0257183 0.150278
24.7201 17.2341	0.185541 -0.114258
28.368 20.5918	0.353982 -0.695523
24.1482 19.9731	0.570288 0.237463
28.7482 17.3225	0.900694 -0.806827
25.3565 16.4876	0.011547 0.0383688
26.0541 20.6798	0.451305 0.0389465
22.5826 19.07	0.586864 -0.750064
27.811 19.6278	-0.708865 -0.119127
22.4291 16.1928	0.97398 0.110032
23.639 19.082	-0.235833 -0.616887
23.1711 18.2022	0.0606313 0.470992
23.6806 17.2966	-0.293713 -0.278933
22.6989 17.3204	0.0723203 0.129437
27.3489 16.2875	-0.702138 0.239436
26.8574 20.0503	-0.296982 -0.290003
27.7289 17.2071	0.913116 0.446533
23.879 14.954	-0.270852 -0.290612
25.0999 22.1401	0.328999 0.366748
25.9715 19.5725	0.371935 -0.825449
28.1137 18.1171	0.539028 -0.225808
23.1344 19.9225	0.854125 -0.27098
26.1126 18.3465	-0.00277725 -0.451337
22.8505 15.2087	-0.190187 -0.342341
0.191335 15.5999	-0.20758 0.247173
25.2272 21.162	0.167938 0.116819
27.9888 15.5038	0.0110251 -0.184303
26.7455 17.1387	0.269 0.149218
26.8474 19.0356	-0.240965 0.116615
26.7835 27.1854	0.0683149 -0.18398
25.1518 26.7602	0.15386 -0.106378
24.7039 25.8892	-0.509684 -0.154403
24.8545 23.0884	0.286154 -0.151295
26.8515 22.6593	-0.546846 -0.384493
27.4435 25.5315	0.0547316 0.543447
24.7657 27.6773	-0.565915 0.129042
23.6926 25.9658	-0.172877 -0.83046
23.1809 25.0834	0.298805 0.281732
23.0747 26.9115	0.0785076 -0.474194
23.7505 27.7479	-0.229294 0.658631
25.2272 24.9922	0.23068 0.30389
24.417 28.6262	-0.734708 -0.100312
23.6818 24.1943	0.724774 0.102159
28.2932 26.1451	-0.0954458 0.455953
26.6905 26.2016	-0.422588 0.296535
23.2314 23.2551	-0.245142 0.926522
27.3027 23.5452	-0.364745 -0.0583528
24.1597 26.841	0.938867 -0.0804653
27.9411 24.5443	-0.390285 0.499199
24.7022 24.0806	0.284711 -0.158075
22.7096 24.2089	0.0425296 0.922339
23.3996 28.6963	-0.130627 -0.477066
25.7346 25.8685	0.0778404 0.701718
22.5912 22.449	0.285143 0.160235
26.4895 28.173	-0.319501 0.737655
25.8062 27.495	0.261261 -0.180544
25.8522 22.7713	0.415172 -0.370365
26.4536 25.1863	0.407091 -0.263108
27.8104 27.1206	0.235509 -0.353564
26.9914 21.0765	-0.0429505 -0.701353
22.6568 26.0089	0.0232853 0.614459
28.0416 22.0373	-0.244239 0.643133
24.2037 25.0535	0.038248 -0.0587749
25.6451 23.7506	-0.213745 -0.172055
22.6369 27.869	-0.442634 -0.542598
26.1561 21.7854	0.218006 0.636993
24.0145 22.5742	0.763112 -0.516381
21.6329 28.3306	0.597665 0.235857
26.5927 24.1705	-0.0609466 -0.300528
23.325 21.8046	0.736508 -0.513537
5.36384 28.5361	0.119378 0.04963
28.088 3.92468	0.249789 0.0923355
3.43117 28.4343	-0.236063 0.214384
2.60344 6.04307	-0.358806 0.604433
3.95528 6.52588	-0.0509724 -0.414317
2.63328 0.6174	0.328891 -0.891156
3.54614 4.91426	0.244301 -1.05414
1.17752 5.3039	-0.127486 0.242124
6.4584 3.91061	-0.429896 0.505133
4.24898 0.696618	0.770952 0.168036
0.168337 4.14731	-0.226542 0.690076
6.2053 5.46086	0.0760518 0.696293
6.45402 6.2861	0.102913 -0.412991
1.08702 4.46139	0.179223 -0.122474
1.28924 7.2497	0.186668 0.466865
28.8029 7.58805	0.263343 0.52955
4.27638 13.158	-0.449387 -0.219015
6.08082 8.78832	0.760664 0.508075
5.6824 14.0534	0.252374 0.349665
1.33097 6.4088	-0.0879744 -0.711587
5.79517 7.13391	-0.373519 -0.5522
3.08658 14.3426	0.639715 0.418269
2.63967 11.0979	-0.52847 -0.221019
6.36384 7.81018	-0.0887566 1.34013
2.07235 13.3768	0.327672 -0.0767622
1.99112 10.3611	-0.00829123 -0.466419
1.60108 16.4717	-0.0575184 0.91488
1.33429 20.1736	-0.120013 -0.0822382
2.08079 15.7291	0.0886844 -0.597512
3.58843 21.022	-0.459159 0.257063
5.13482 15.3865	0.321924 -0.0764656
2.82449 20.6531	0.0424754 -0.238226
5.21786 20.9686	-0.393898 0.0990916
5.88255 16.7377	-0.407716 0.657272
6.9233 17.4492	0.566314 0.369637
2.47032 22.3262	0.499767 0.993068
1.33258 23.5298	0.833246 -0.326812
28.1301 23.7354	-0.0494107 0.411612
1.6765 24.8703	-0.14869 0.20907
4.87545 21.8259	-0.211641 0.416736
5.88207 24.4852	-0.513963 -0.165001
28.6077 26.9378	0.170171 -0.098821
1.18296 26.1861	0.029303 0.36279
8.69054 4.70406	-0.277052 -0.610839
11.5924 1.70322	-0.307134 0.3143
7.01259 28.7999	0.00757241 -0.649892
14.3244 1.1313	-0.419302 0.165574
11.3225 6.81257	0.286568 -0.147634
7.29676 6.5304	-0.21944 -0.0855335
8.84098 3.39574	-0.340985 -0.0245882
7.31016 2.65599	0.497624 -1.01825
7.22145 7.6605	-0.758827 0.0886852
10.346 2.62176	-0.345217 0.067403
11.5286 9.06829	-0.432102 0.245863
10.1388 9.8579	0.298487 -0.409306
10.8548 8.4754	0.278188 -0.683506
10.7375 13.9933	0.349311 -0.175103
10.8421 13.1135	0.0654244 -0.474855
9.26395 13.9882	0.0560981 0.415904
12.4642 7.98563	0.0645464 0.330741
9.93223 12.8396	0.412031 -0.316629
12.8426 9.56127	-0.70785 -0.245953
8.28015 13.0686	-0.283463 -0.0610104
15.4103 10.2975	-0.038573 -0.0992233
12.5246 12.2401	-0.163107 -0.194006
11.6637 8.16475	-0.0566936 -0.51175
10.0738 8.89215	0.054381 0.115307
8.25246 14.7722	-0.0321332 -0.532406
11.253 9.96289	-0.342301 0.156835
14.0432 13.904	0.396671 -0.798917
8.32001 10.7451	0.43597 0.436036
8.7038 6.97446	-0.0815038 -0.0589875
7.05442 11.0606	-0.0281858 0.663121
12.5424 13.8582	0.713651 -0.254623
10.2228 7.83719	-0.152868 0.511945
13.1154 16.1904	0.716053 -0.0622828
12.9847 19.7727	-0.369588 -0.198702
14.3767 20.1917	-0.0678083 0.338969
8.44093 16.7088	0.307681 -0.516725
6.98419 15.8539	0.138883 -0.231167
8.09613 18.069	-0.739481 0.795447
10.5051 19.7231	0.731966 -0.170632
9.61382 18.1901	0.313843 0.359063
13.9499 18.7664	-0.54261 -0.372263
9.62054 27.0367	-0.375438 0.341396
13.1178 24.3968	-0.525648 0.62235
12.7965 22.0334	-0.046976 -0.103095
8.0594 22.7967	-0.166913 0.575629
13.5594 26.8223	-0.0102996 -0.350087
9.57545 25.7087	0.440359 -0.159715
7.24387 23.6451	0.120714 -0.0227035
11.9358 24.5674	0.401569 -0.382596
11.8169 25.4937	0.0411933 -0.355977
8.04904 23.7739	0.0674036 0.547174
11.7988 23.2615	0.354525 -0.137327
11.9648 27.283	-0.444207 -0.950606
10.4012 22.4804	-0.110237 0.266816
6.51325 23.2365	-0.116461 -0.914278
6.99817 22.0708	0.173298 0.252248
20.6457 0.0644188	-0.131274 0.831964
17.5685 28.2891	-0.245275 -0.220811
18.9592 6.21693	0.00886739 -0.317456
16.8555 7.33839	0.113268 -0.108005
15.4796 6.89716	-0.60341 0.661896
21.3221 5.07097	-0.649882 -0.454963
17.9538 0.193239	-0.0593304 -0.241847
19.223 2.3415	-0.722194 0.0536542
19.3101 0.947545	0.126775 0.416279
13.705 5.3379	0.000801873 -0.215661
19.4689 7.62977	0.145945 0.641685
21.0373 9.90286	-0.53137 0.452263
17.6557 11.9135	0.140809 0.772426
18.9772 10.8881	-0.114389 0.268834
19.4733 9.3024	-0.135704 0.571331
20.5462 11.4561	-0.673096 0.0448216
16.6509 10.734	0.0480832 0.690573
15.5214 11.6709	0.342519 -0.10403
20.0791 13.0435	-0.305805 -0.861015
18.6612 9.76556	-0.0255852 -0.36627
20.2248 10.3491	-0.199165 -0.086233
19.4056 16.3674	-0.305478 0.209364
20.3328 17.752	-0.0339706 -0.597611
17.3399 21.667	-0.0564692 -0.49469
17.0849 20.4806	0.0642388 -0.450747
18.5833 21.3182	0.706689 0.165597
22.7369 20.6444	0.43265 0.218033
15.8745 20.961	-0.112653 0.705097
17.1327 17.5987	0.568744 -0.0956744
16.3243 22.8849	0.418169 -0.235414
20.2669 23.4402	0.0569566 0.534524
16.3467 28.4682	-0.178398 -0.523827
21.0028 27.8276	0.444989 -0.260589
18.9916 26.572	-0.132874 0.910706
18.4186 28.292	-0.676207 -0.213836
18.736 27.4186	-0.123428 0.599066
19.9962 26.5516	0.368468 -0.0714259
15.0459 27.6949	-0.143984 0.488524
16.0877 21.8179	0.137801 -0.644979
20.0052 22.5124	0.232134 0.847368
17.2994 27.0078	0.0900924 0.00811463
14.3842 25.3558	0.207305 -0.254628
17.7588 25.7448	-0.239047 -0.188545
21.2395 26.6189	0.177058 -0.332073
15.0158 23.0855	-0.276677 -0.600871
17.8838 23.4708	0.644685 0.146934
15.6807 24.3053	0.117811 0.247039
21.6576 22.6841	-0.76868 -0.0996757
22.2176 26.7098	0.474047 0.154264
17.617 22.6212	-0.386062 0.553137
22.573 3.99587	-0.184766 0.830818
24.7165 2.74251	0.0893317 -0.221349
24.9575 1.35537	-0.305165 -0.495389
28.7208 6.35182	0.203277 0.277068
21.0933 3.74871	0.289125 -0.446853
24.1293 6.88361	0.115482 1.06021
26.0561 2.78897	-0.581263 -0.444844
22.8617 2.39263	0.649001 0.163742
21.8905 3.39307	-0.416007 -0.810024
28.3645 4.765	-0.06518 0.120798
25.0761 4.00368	-0.134983 0.514599
27.0523 2.62644	-0.0986556 0.535208
25.7736 6.46032	-1.35694 -0.0360249
22.1716 0.896375	-0.442511 0.703393
24.5377 5.33794	0.32011 0.414649
28.3 1.57896	-0.411359 0.0598198
21.7799 11.0213	-0.451112 -0.0257999
27.3846 6.95402	0.730637 0.706217
22.1779 9.33384	-0.965384 -0.435238
23.8078 9.61747	0.434481 -0.658332
27.9023 12.3307	0.196173 -0.020261
26.9167 5.70483	0.208872 0.0570016
24.7337 9.50404	0.12002 -0.760819
27.8839 8.77418	-0.356548 -0.280513
27.1014 13.7878	-0.294614 0.346468
27.7507 14.7134	-0.084618 0.710184
27.5675 20.432	0.444215 0.103153
0.405003 20.6167	0.32774 -0.476887
0.132599 18.1995	0.681777 -0.589182
27.1227 15.4411	0.142644 -0.207354
24.15 16.5641	-0.752729 0.400338
24.467 20.7646	0.566273 0.219848
22.5677 21.5021	0.326396 -0.430062
26.3282 15.2367	-0.0390368 0.317982
28.6359 19.8124	0.0581918 -0.0542024
25.4787 18.9082	0.450635 -0.52995
27.8023 21.2584	0.762208 0.608429
23.1671 16.6426	0.78488 0.115411
27.643 18.8038	0.242389 -0.0916941
28.2523 25.3114	1.17403 -0.580873
25.8872 24.54	1.23184 -0.19613
26.4255 23.3645	0.382884 -0.437677
25.9934 26.6789	0.027958 0.351694
27.5012 26.3776	0.837307 0.418376
24.0614 23.4329	0.409918 0.320313
27.6651 22.8078	-0.425982 -0.00783445
0.580354 27.3095	0.128929 -0.188191
0.219874 25.7068	0.0343927 0.451034
27.1459 24.742	-0.415185 0.363001
27.1023 21.8758	0.229969 -0.0172385
0.0993868 22.2728	0.118078 -0.798472
