ITEM: TIMESTEP
192800000
ITEM: NUMBER OF ATOMS
1000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
ITEM: ATOMS id type x y z vx vy vz
1 1 0.560172 2.28545 5.32494 -0.0453608 0.498241 0.169882
2 1 0.521198 6.5269 5.40078 -0.101439 -0.959295 -0.561919
3 1 7.07494 1.46311 7.02262 0.611542 -0.152265 -1.01303
4 1 6.62326 3.72138 4.29671 -1.59759 0.466022 -0.426863
5 1 1.79358 7.04005 8.3598 -1.4373 0.498468 0.412743
6 1 0.198779 9.29201 8.08715 1.28675 0.936602 -0.30732
7 1 2.06994 1.47413 1.08195 -0.377055 0.96429 0.417805
8 1 3.10693 2.49379 7.53034 0.270483 0.833883 -0.399929
9 1 4.54787 5.20995 4.02015 0.67608 0.351387 -1.06919
10 1 2.86369 7.94782 4.74543 -1.48616 -1.18913 -0.324658
11 1 1.93765 7.7431 5.08599 1.3534 0.83249 0.138265
12 1 4.59968 2.74838 6.20489 0.243817 -0.81936 -0.0531082
13 1 7.71258 4.28337 2.72324 -0.658623 -0.222976 -0.57425
14 1 6.76159 5.31784 4.0738 0.553849 -0.128762 1.21419
15 1 8.50386 9.18451 3.18521 0.0151769 1.09394 -0.0621511
16 1 5.59106 4.12272 4.9854 0.028572 0.644085 0.250177
17 1 2.86646 7.14416 2.32638 -0.732438 1.94785 0.289572
18 1 1.21861 3.62889 8.5505 1.50944 -1.30916 0.198238
19 1 4.43345 2.34551 7.2707 0.215399 0.339338 -0.906915
20 1 6.07282 8.14401 3.0081 -0.614495 0.264578 0.0808925
21 1 5.15814 9.24976 2.42439 0.215715 2.1423 1.20677
22 1 8.81842 8.81922 7.93806 -1.09483 -0.154386 -1.62907
23 1 7.17269 0.0372237 5.81786 0.720788 0.738236 0.194757
24 1 4.30295 0.683939 5.95025 -0.546613 -0.150858 -0.488539
25 1 0.202441 0.30521 9.30159 1.70037 -0.652234 0.619748
26 1 0.40498 0.401898 5.5684 -0.486425 -1.33253 0.755154
27 1 2.30448 1.87033 0.293553 -0.382276 0.640353 -1.17046
28 1 7.76602 2.17292 2.54201 1.18395 -0.229113 -1.24037
29 1 2.2956 3.6594 5.6327 -0.359676 1.61458 0.664838
30 1 4.0681 2.66768 8.59848 -0.620001 0.158708 0.124602
31 1 7.14908 6.43166 4.15152 -0.894796 0.111725 -0.461252
32 1 4.92939 2.57916 3.29171 0.610487 1.41252 0.644895
33 1 4.28622 7.2179 7.43807 -0.395879 0.658203 -0.0468009
34 1 8.54114 6.50405 8.86487 0.250438 0.830934 -0.822739
35 1 6.35724 6.19869 1.51455 -0.22591 -0.722387 -0.387517
36 1 2.15346 8.77253 3.17497 -0.744525 1.94375 -0.335494
37 1 7.42305 7.94453 8.78941 0.111039 -0.118 -0.353498
38 1 2.60384 1.04477 4.40034 0.147497 -0.40892 -1.02148
39 1 7.97687 4.07167 7.06206 0.0601287 0.117814 -0.179414
40 1 3.82386 3.15583 6.4302 -0.133797 0.219263 -0.935018
41 1 0.321431 6.33106 0.217603 -0.949222 0.950212 0.52225
42 1 5.01847 6.49136 4.64995 -0.981507 -0.265308 0.440575
43 1 6.62425 1.30823 5.91412 -0.507632 0.566006 -0.396701
44 1 7.86203 5.30161 5.56423 -0.16964 -0.45729 -0.151126
45 1 2.02753 7.53461 6.88706 0.490776 -0.349135 0.440475
46 1 6.04516 3.82552 8.51151 -0.240267 -1.01891 0.144296
47 1 0.459925 7.95525 0.17705 0.8041 -0.840901 0.685795
48 1 3.62005 0.730825 0.394737 1.21511 -0.921072 0.761287
49 1 7.90541 6.85533 9.27282 1.36151 0.862027 -0.269676
50 1 5.72071 2.92926 0.734974 -2.0077 1.89737 -0.0343795
51 1 2.33089 4.11562 4.01687 0.155831 0.0165321 1.10831
52 1 2.08211 5.08484 8.73438 0.418886 -1.13809 0.297227
53 1 6.59342 5.77056 0.575218 2.06644 -0.226759 -0.632595
54 1 4.88818 8.1832 3.23032 0.898782 -0.0892533 1.04007
55 1 1.48467 7.18304 4.38348 0.361489 0.334904 -0.0176288
56 1 1.75491 3.80453 7.08505 0.0299409 0.198576 -0.613536
57 1 1.43164 0.808238 3.9806 -0.740525 0.97779 1.35244
58 1 0.108748 7.51905 8.49484 0.397445 1.4104 -0.296047
59 1 5.80133 0.493368 2.38042 0.739087 1.35367 -0.422083
60 1 0.383696 6.70618 2.98784 -0.0511346 0.204165 1.08196
61 1 0.204191 1.02423 4.09815 -0.881232 -0.129609 -1.80889
62 1 6.83433 1.89433 8.06761 1.28455 0.125068 0.409118
63 1 8.92316 3.06511 7.47911 -0.114796 -0.0645223 0.96465
64 1 8.23339 2.9319 2.64504 -0.0535011 -1.35638 0.415887
65 1 2.87497 4.64446 8.2289 -0.413244 -0.767886 -0.482149
66 1 6.47831 0.520148 8.15278 -1.32529 0.363616 0.496204
67 1 3.95316 6.20269 8.93398 0.598529 -1.10886 -0.781922
68 1 1.42089 8.00997 0.229892 0.0893393 -0.0982665 0.288699
69 1 3.24612 6.14227 6.26352 -0.803916 -0.281806 -1.00844
70 1 6.00162 2.41348 3.28628 1.372 1.64341 1.63405
71 1 6.83215 3.47767 1.80512 -1.14006 -0.784836 -2.57517
72 1 1.65905 4.2419 8.91731 -1.96081 0.333398 -0.228788
73 1 0.271559 7.04296 4.54828 -0.270054 -0.0465962 -0.856368
74 1 8.82449 2.06326 3.13748 0.122464 0.570682 0.0796759
75 1 6.39262 4.39166 5.50592 0.191694 1.60864 1.08167
76 1 3.72732 3.01926 1.81561 -0.206646 -0.468688 0.445097
77 1 6.33006 4.50177 3.78764 -0.251412 0.0329722 0.564489
78 1 6.32709 1.87649 6.76965 -0.459625 0.970508 0.0925431
79 1 8.25866 7.90985 1.70004 0.136504 -0.407872 0.230682
80 1 7.15583 8.82541 9.12974 -0.277554 0.0841692 -0.159295
81 1 7.37522 6.75329 7.50714 -0.974222 -0.577147 0.667508
82 1 8.00609 6.09117 2.84648 0.20812 -0.208915 0.059929
83 1 5.5337 3.70149 1.33236 0.292658 -0.933948 0.0358103
84 1 1.1922 4.21972 7.67453 -0.252515 -0.0715443 0.561024
85 1 5.83654 2.95716 1.86267 0.0911214 -0.207174 -0.00762581
86 1 1.98926 1.59337 1.98353 0.667441 0.209723 -1.05304
87 1 0.392554 2.19312 9.12542 -1.25295 0.380596 -2.41
88 1 2.54276 3.68235 0.985591 -0.0420327 -0.910548 0.737034
89 1 3.42084 5.58185 2.67687 -1.38227 -0.607187 0.778301
90 1 8.24598 1.85735 1.8125 -0.517726 -0.208811 0.194883
91 1 4.11261 1.80581 8.13627 0.850404 0.769253 0.558406
92 1 5.88508 8.36254 7.27846 0.853743 -0.258903 -0.0107085
93 1 4.70689 8.90396 1.6968 1.22626 -0.574163 -1.47905
94 1 3.8934 7.59985 0.720638 0.00516956 -1.37381 -0.142046
95 1 9.1645 3.74814 5.10076 0.890378 -0.606901 0.263578
96 1 6.84354 1.16498 8.56878 -0.110471 0.48904 0.928222
97 1 8.3628 2.92493 3.57873 0.365533 0.281168 -0.557943
98 1 3.36826 0.766801 3.52191 0.317776 0.642577 0.641454
99 1 3.48054 5.2195 0.907559 -1.98563 0.313011 -0.916922
100 1 1.84497 1.32539 8.44573 -2.0028 -0.898175 -0.877518
101 1 6.61213 6.18507 3.34141 0.115862 -1.12108 0.271293
102 1 8.42728 3.82573 2.8051 0.417135 2.04267 -0.438191
103 1 6.56117 2.70261 4.09115 -0.648473 -0.460749 0.400276
104 1 4.27381 5.89526 6.47812 0.403727 0.723882 -0.715715
105 1 5.69527 2.48279 6.29288 -0.532019 -0.189318 -0.244879
106 1 3.54337 7.59112 5.14407 0.437835 0.298932 0.257516
107 1 1.89588 2.48764 1.49622 0.881569 -0.676419 -0.135501
