ITEM: TIMESTEP
2613
ITEM: NUMBER OF ATOMS
1000
ITEM: BOX BOUNDS pp pp pp
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
0.0000000000000000e+00 9.4000000000000004e+00
ITEM: ATOMS id type x y z vx vy vz 
1 1 7.05261 7.05659 2.90123 -0.0134386 0.0803435 -0.457945 
2 1 2.02703 2.70996 1.14334 -0.00959241 -0.282529 0.819299 
3 1 7.46857 4.74268 1.00414 -0.329906 0.521786 -0.143491 
4 1 2.96664 5.05472 8.96089 -0.00223107 0.176666 -0.137878 
5 1 0.557092 1.07276 9.08022 0.130262 0.241366 0.351032 
6 1 7.89883 2.10218 7.01142 1.16618 -0.0732032 -0.103647 
7 1 9.16687 4.56554 3.56939 1.32964 -1.17648 -0.241675 
8 1 3.28005 9.36369 6.77067 0.590695 -1.18052 -0.616371 
9 1 4.01428 0.0163919 1.74713 -1.47833 -0.0720717 -0.39475 
10 1 3.53493 6.11985 3.89978 -0.241454 0.872361 -0.379071 
11 1 0.496732 5.6826 5.53286 0.698661 0.757111 -1.2442 
12 1 1.03214 2.79144 7.02012 0.23209 0.0939684 -1.06861 
13 1 2.3611 3.8122 6.7616 0.329131 -0.605493 0.17342 
14 1 4.95967 3.30223 1.34147 0.0597543 -1.01707 0.489376 
15 1 9.30971 1.844 4.8151 -0.850522 0.618489 0.217814 
16 1 1.99535 7.19408 6.43041 0.0989018 1.34626 -0.925434 
17 1 7.13249 3.67521 2.43217 -0.105214 0.519349 1.36827 
18 1 8.70548 1.47369 2.49393 -1.17179 -0.404522 0.343512 
19 1 3.03689 8.14926 9.08157 -0.190886 0.851841 0.452974 
20 1 2.9274 2.20452 1.22286 0.954009 -0.933871 1.73687 
21 1 3.32543 9.29145 1.04732 0.825398 0.811692 -1.66639 
22 1 6.48496 5.81283 3.82461 0.897272 0.273902 0.22703 
23 1 7.7406 3.97989 3.08957 0.194481 -0.577967 0.190745 
24 1 4.16832 3.58676 0.834975 -0.268733 0.0609168 -0.556668 
25 1 3.90359 4.48785 0.982336 -0.122118 0.239636 0.594083 
26 1 2.42399 2.0701 6.27595 0.179136 -0.330834 0.0568192 
27 1 7.09312 4.69076 7.66494 0.154045 0.426266 0.448584 
28 1 1.79147 1.61891 1.658 0.552804 0.379046 0.82186 
