#bin. KALJ data file T=0.5

1000 atoms
2 atom types

0 9.4 xlo xhi
0 9.4 ylo yhi
0 9.4 zlo zhi

Masses

1 1.0
2 1.0

Atoms

1 1 5.6896 8.92725 3.83951
2 1 1.74051 4.399 1.66108
3 1 4.44367 1.78991 4.085
4 1 0.460744 4.63214 0.493513
5 1 1.04184 8.50701 5.50099
6 1 6.11993 8.04279 6.92494
7 1 5.16545 6.98531 4.73302
8 1 3.06522 1.23864 6.41479
9 1 1.85776 5.91078 4.38557
10 1 1.23195 3.76518 0.784341
11 1 5.57741 9.23201 5.50743
12 1 7.23356 1.69945 1.26686
13 1 0.250491 9.20841 5.23315
14 1 4.078 3.97234 6.70942
15 1 0.46584 9.1395 7.879
16 1 1.17221 0.769675 7.33636
17 1 7.52743 3.4406 1.96533
18 1 5.20274 5.97006 8.3092
19 1 4.35807 5.38765 7.36566
20 1 8.2703 4.52763 8.26535
21 1 9.38488 5.00702 8.3403
22 1 0.234865 3.07171 6.91303
23 1 5.27602 0.512069 0.525672
24 1 1.43485 7.62961 6.34604
25 1 8.72959 0.95448 3.50764
26 1 6.02742 3.82319 5.05317
27 1 9.29076 9.21426 1.19883
28 1 4.80082 1.63061 2.18489
29 1 1.82103 2.45095 4.12292
30 1 8.24587 2.55507 4.71725
31 1 3.10844 2.18897 1.27016
32 1 1.53288 2.66055 8.34484
33 1 5.45272 9.19991 1.32764
34 1 6.05621 0.0216493 2.31507
35 1 3.73778 2.54076 3.9579
36 1 4.18027 2.17096 3.10522
37 1 5.36692 5.17872 7.56129
38 1 1.30991 1.61806 1.24243
39 1 5.65177 7.8759 0.158433
40 1 0.585182 8.02957 9.28886
41 1 6.36203 1.56674 8.31412
42 1 0.890013 0.752378 4.04516
43 1 2.0283 8.35362 6.84226
44 1 2.28137 0.500791 5.98697
45 1 0.328215 0.224195 3.33475
46 1 8.88577 6.55457 1.66832
47 1 1.64854 1.72367 2.20565
48 1 4.65479 7.77745 2.78905
49 1 3.46531 3.18405 4.67385
50 1 0.143521 3.21498 5.07441
51 1 9.20154 5.1224 2.73959
52 1 7.49243 9.194 3.7649
53 1 1.81128 8.63216 4.15705
54 1 0.504444 6.15995 8.43865
55 1 1.26623 3.49994 4.65955
56 1 1.63972 5.75909 3.27278
57 1 2.3617 6.01727 6.29682
58 1 6.44238 6.46226 3.11995
59 1 5.21633 8.78956 7.21887
60 1 1.35311 7.76285 3.66017
61 1 2.68079 9.09182 1.57102
62 1 6.31245 0.275411 0.577181
63 1 7.89855 2.57229 6.17453
64 1 1.36855 6.75065 8.82928
65 1 7.76516 1.28705 3.62167
66 1 3.62583 1.80447 0.317657
67 1 6.92336 7.19886 8.33223
68 1 4.2317 7.72928 8.6666
69 1 6.73363 6.26231 1.13515
70 1 6.77414 2.98228 3.08985
71 1 8.90285 3.0643 1.05652
72 1 5.81967 2.11199 2.4649
73 1 3.63166 8.12628 5.48037
74 1 4.11399 0.64377 1.81394
75 1 7.25038 2.77415 1.17401
76 1 0.316328 8.12048 0.923648
77 1 0.623702 0.748093 5.03113
78 1 2.00986 7.22544 1.79899
79 1 7.07362 0.66837 8.37847
80 1 1.28112 0.513981 8.3271
81 1 2.54152 8.98319 7.48763
